Company_ID,Domain,Founding_Year,Country,City,Funding_Stage,Total_Funding_USD_Millions,Valuation_USD_Millions,Revenue_ARR_Millions,Monthly_Burn_Rate_Millions,Runway_Months_2024,Peak_Headcount_2023,Layoffs_2024_2025,Current_Headcount_2026,Investor_Tier,AI_Adoption_Level,Acquisition_Status
425F854F,ClimateTech,2019,Germany,Berlin,Series B,15.46,136.36,5.5,0.8,17.2,77,0,77,Tier 2 (Mid-size VC),Medium,Independent
6D4631C8,HealthTech,2021,USA,Miami,Pre-IPO,301.53,3300.71,131,20.5,14.6,1718,431,1287,Tier 2 (Mid-size VC),Low,Independent
49F43D17,HealthTech,2021,China,Hangzhou,Seed,0,24.07,1.06,0.5,0,48,0,48,Bootstrapped,High,Independent
B325DA84,HealthTech,2021,China,Shanghai,Seed,5.88,29.29,2.83,0.49,10,39,18,21,Tier 2 (Mid-size VC),High,Closed
C0EAA06A,FinTech,2017,USA,Seattle,Seed,2.68,37.45,1.64,0.39,5.5,22,11,11,Tier 2 (Mid-size VC),Low,Independent
60A3FA03,FinTech,2021,USA,Miami,Seed,1.31,22.19,3.24,0.31,3.2,23,10,13,Tier 3 (Angel/Seed),High,Acquired
7593B785,Generative AI,2017,India,Delhi NCR,Series B,36.21,132.07,7.57,3.34,10.5,200,90,110,Tier 2 (Mid-size VC),Low,Independent
2A94A0D9,HealthTech,2017,Canada,Montreal,Series A,19.85,132.28,7.16,0.56,30.1,45,0,45,Tier 2 (Mid-size VC),Low,Independent
1628543E,FinTech,2020,USA,Miami,Series A,2.47,28.02,1.69,0.3,6.2,15,0,15,Tier 3 (Angel/Seed),Low,Independent
C55C6CE0,FinTech,2020,UK,London,Series B,17.1,160.39,11.15,0.96,16.1,74,0,74,Tier 3 (Angel/Seed),Low,Closed
1D9D35E9,Robotics,2014,UK,Cambridge,Series C+,46.26,491.21,42.87,0.99,42.4,85,14,71,Corporate VC (e.g. Google Ventures),High,Closed
971EB664,Cybersecurity,2014,India,Hyderabad,Series B,13.51,113.22,4.07,0.37,28.7,36,0,36,Tier 3 (Angel/Seed),Medium,Acquired
4C0DF0FD,Generative AI,2021,India,Hyderabad,Series A,142.08,841.8,66.28,5.9,23.7,559,0,559,Tier 3 (Angel/Seed),Medium,Independent
EF0E55B7,HealthTech,2022,Israel,Jerusalem,Series B,84.03,730.37,77.67,3.7,22.1,190,0,190,Tier 2 (Mid-size VC),Medium,Acquired
B3C54DCA,Cybersecurity,2020,USA,Seattle,Series A,12.26,81.32,6.15,1.22,9.3,64,0,64,Tier 2 (Mid-size VC),Medium,Closed
AE4D801E,FinTech,2019,USA,San Francisco,Series A,51.96,324.94,40.36,2.94,17.1,189,30,159,Tier 2 (Mid-size VC),Low,Independent
C6E363B7,Robotics,2021,Germany,Berlin,Seed,3.21,26.22,0.94,0.53,5.1,42,20,22,Tier 2 (Mid-size VC),Medium,Independent
AF2A3FB0,ClimateTech,2021,Canada,Montreal,Seed,1.51,21.38,1.5,0.36,3.3,19,10,9,Corporate VC (e.g. Google Ventures),Low,Closed
19470F40,FinTech,2020,USA,Austin,Series A,9.04,110.23,3.9,0.18,32.3,17,0,17,"Tier 1 (e.g. Sequoia, a16z)",High,Closed
048E85DA,Cybersecurity,2018,China,Shanghai,Seed,0.52,13.49,1.02,0.63,0.7,45,0,45,Tier 3 (Angel/Seed),Medium,Independent
E617EB4D,Cybersecurity,2016,USA,Seattle,Seed,0.69,21.71,2.47,0.55,1.1,30,0,30,Corporate VC (e.g. Google Ventures),Medium,Independent
38BE06FD,FinTech,2019,Canada,Vancouver,Seed,1.3,19.95,1.97,0.86,1.4,46,18,28,Tier 2 (Mid-size VC),High,Independent
7B764DE0,HealthTech,2018,India,Mumbai,Post-IPO,137.89,1492.28,100.81,6.88,19.8,458,70,388,Corporate VC (e.g. Google Ventures),Medium,Independent
5C29098B,Generative AI,2018,USA,Miami,Seed,0,12.95,0.88,0.4,0,38,0,38,Bootstrapped,None,Independent
89AD4E76,Robotics,2020,UK,Oxford,Series A,15.08,175.05,16.5,1.06,13,62,0,62,Tier 3 (Angel/Seed),Medium,Independent
0668D58D,HealthTech,2016,China,Shenzhen,Series A,2.35,21.58,3.49,0.48,4.1,36,12,24,Tier 3 (Angel/Seed),Medium,Independent
5FB45F99,FinTech,2021,USA,Seattle,Series A,5.85,63.88,2.68,0.61,8.2,54,0,54,Tier 2 (Mid-size VC),Low,Independent
76EE111D,FinTech,2015,Israel,Tel Aviv,Seed,0,18.66,0.64,0.29,0,17,8,9,Bootstrapped,High,Acquired
ECCD8746,Robotics,2019,USA,Miami,Series B,17.24,184.77,6.77,0.64,23.3,56,0,56,Tier 3 (Angel/Seed),High,Acquired
34F0E343,Generative AI,2021,China,Shanghai,Series B,26.91,230.82,8.38,2.65,9.8,163,87,76,Tier 3 (Angel/Seed),Medium,Closed
0C8121B8,HealthTech,2019,China,Shenzhen,Post-IPO,723.47,7760.22,320.35,19.47,37,1683,511,1172,Tier 3 (Angel/Seed),Medium,Independent
1F7BE7B0,Robotics,2019,Germany,Munich,Seed,0.54,22.81,1.48,0.59,0.8,41,13,28,Tier 3 (Angel/Seed),None,Acquired
BC9D0515,Cybersecurity,2019,USA,New York,Series A,14.11,113.57,5.82,0.47,24.8,28,0,28,Tier 2 (Mid-size VC),None,Independent
5F9EA157,Generative AI,2021,UK,Oxford,Series C+,110.07,717.43,70.57,4.55,23.7,441,0,441,Tier 3 (Angel/Seed),High,Independent
7DA9110C,FinTech,2025,USA,San Francisco,Seed,3.95,54.68,6.42,0.36,8.6,20,0,20,"Tier 1 (e.g. Sequoia, a16z)",High,IPO
D658B583,Web3/Crypto,2020,Germany,Berlin,Series B,33.92,367.1,12.28,1.43,22.2,114,0,114,Tier 3 (Angel/Seed),High,Closed
8683CAE1,Generative AI,2021,USA,New York,Seed,10.31,60.86,2.57,0.9,10.3,49,0,49,Tier 3 (Angel/Seed),None,Independent
8B9E6828,HealthTech,2012,India,Bengaluru,Seed,0.97,16.04,1.52,0.3,2.4,15,6,9,Tier 2 (Mid-size VC),High,Independent
CC8EC786,Generative AI,2022,UK,Cambridge,Pre-IPO,1179.22,5428.82,833.34,32.14,36.6,2611,0,2611,"Tier 1 (e.g. Sequoia, a16z)",Medium,IPO
BD43647A,ClimateTech,2023,USA,San Francisco,Seed,0.65,10.24,0.85,0.51,1.1,32,0,32,Tier 3 (Angel/Seed),High,Acquired
A1E329C1,FinTech,2020,USA,Boston,Series A,2.49,19.62,0.73,0.35,5.5,32,0,32,Tier 3 (Angel/Seed),Medium,Independent
4C89AD36,HealthTech,2021,USA,Austin,Series A,9.35,83.34,2.89,0.63,12.8,56,0,56,Tier 2 (Mid-size VC),Medium,Closed
5938E503,FinTech,2020,Israel,Jerusalem,Seed,2.25,31.55,4.61,0.19,7.8,13,6,7,Tier 3 (Angel/Seed),Low,Independent
C144479E,Autonomous Vehicles,2018,China,Shanghai,Pre-IPO,397.59,1885.11,135.71,18.17,21.8,929,215,714,"Tier 1 (e.g. Sequoia, a16z)",Medium,Independent
B4BA3980,Generative AI,2022,Israel,Tel Aviv,Seed,10.66,72.3,13.24,1.27,7.8,66,0,66,"Tier 1 (e.g. Sequoia, a16z)",Medium,Acquired
B32CC5A3,Generative AI,2020,USA,Seattle,Seed,3.71,62.42,5.27,0.68,4.8,40,12,28,Tier 2 (Mid-size VC),Medium,Independent
73214BBF,EdTech,2020,USA,Austin,Series A,15.08,147.2,10.13,0.63,20.7,38,0,38,Tier 3 (Angel/Seed),Low,Independent
90860C08,FinTech,2020,France,Paris,Series A,3.34,33.12,1.15,0.9,3.3,52,32,20,Tier 2 (Mid-size VC),Medium,Acquired (Fire Sale)
BF655DE0,Autonomous Vehicles,2022,India,Delhi NCR,Seed,0.55,9.96,0.81,0.62,0.8,33,0,33,Tier 2 (Mid-size VC),Low,Independent
1A08FC55,FinTech,2021,Germany,Munich,Series B,28.48,339.84,34.42,1.71,15.7,115,6,109,Tier 3 (Angel/Seed),High,Independent
0283DEB8,Cybersecurity,2017,Israel,Tel Aviv,Series A,3.89,64.47,6.71,0.12,17.7,11,0,11,Tier 3 (Angel/Seed),None,Independent
F7A9AC1B,HealthTech,2019,Japan,Tokyo,Seed,0.71,20.73,1.17,0.68,0.9,48,15,33,Tier 2 (Mid-size VC),Medium,Independent
599FEA01,Cybersecurity,2024,USA,New York,Series B,30.46,191.35,28.41,0.94,29.3,70,0,70,Corporate VC (e.g. Google Ventures),High,Independent
9307CE7C,Autonomous Vehicles,2020,USA,Austin,Series A,13.52,56.76,1.94,0.82,14.7,53,8,45,Tier 2 (Mid-size VC),Medium,Independent
5C5E48A1,FinTech,2023,USA,Seattle,Series C+,55.14,669.18,51.11,1.22,41.8,119,0,119,Tier 2 (Mid-size VC),High,Independent
1D2A50BE,Generative AI,2021,Germany,Berlin,Series C+,38.14,434.59,26.46,2.25,16.2,217,0,217,Corporate VC (e.g. Google Ventures),Low,Independent
7819184D,Robotics,2020,USA,Miami,Post-IPO,1732.99,16128.49,2006.47,73.87,23.4,4125,0,4125,Tier 3 (Angel/Seed),None,Independent
2AE729FC,Generative AI,2018,China,Shenzhen,Seed,8.34,64.58,2.86,0.97,7.8,56,0,56,Tier 3 (Angel/Seed),Low,Independent
1B70A9F0,Robotics,2018,Canada,Vancouver,Series A,1.02,16,0.74,0.33,2.4,19,0,19,Corporate VC (e.g. Google Ventures),Low,Independent
4F4261E1,SpaceTech,2020,India,Delhi NCR,Series A,3.99,45.78,7.31,0.37,8.5,20,0,20,Tier 3 (Angel/Seed),Medium,Closed
F9176F3D,FinTech,2019,USA,San Francisco,Seed,1.45,21.87,1.16,0.32,3.5,23,0,23,Corporate VC (e.g. Google Ventures),Medium,Independent
DB8D1F53,FinTech,2021,USA,Miami,Pre-IPO,185.78,1960.93,102.27,8.84,20.8,497,0,497,Tier 2 (Mid-size VC),High,Independent
36B68D82,HealthTech,2021,USA,Austin,Seed,0.84,18.07,2.14,0.17,3.1,10,0,10,Tier 3 (Angel/Seed),High,Closed
8D0964B6,FinTech,2018,China,Shanghai,Series A,6.79,92.01,10.68,0.57,10.1,31,0,31,Tier 3 (Angel/Seed),Medium,Independent
1C567267,Generative AI,2021,USA,New York,Seed,6.58,62.69,11.01,0.96,6.2,48,0,48,Tier 2 (Mid-size VC),Low,Independent
0781A629,Generative AI,2019,USA,Seattle,Series B,0,19.11,0.86,0.44,0,43,27,16,Bootstrapped,High,Closed
43846775,Generative AI,2018,Germany,Berlin,Series B,24.84,116.76,4.14,1.83,12.9,107,19,88,Corporate VC (e.g. Google Ventures),None,Independent
DE8F6B2C,FinTech,2019,Singapore,Singapore,Series C+,252.91,2227.79,82.16,7.7,32.4,632,256,376,Corporate VC (e.g. Google Ventures),High,Independent
27544AAB,Robotics,2022,Singapore,Singapore,Series A,22.16,100.88,4.66,2.19,9.7,125,0,125,Tier 2 (Mid-size VC),High,Independent
3B6489EE,Robotics,2019,USA,Seattle,Series B,75.03,446.4,19.54,4.69,15.7,347,121,226,"Tier 1 (e.g. Sequoia, a16z)",High,Independent
EB98D997,HealthTech,2018,Germany,Munich,Series A,6.95,95.43,7.63,0.39,14.2,24,0,24,"Tier 1 (e.g. Sequoia, a16z)",Medium,Closed
E75E814A,Cybersecurity,2019,UK,London,Series C+,123.75,1464.11,237.78,4.97,24.4,357,112,245,Corporate VC (e.g. Google Ventures),Medium,Closed
5EC5EBB6,Generative AI,2017,Germany,Munich,Seed,1.78,18.7,2.01,0.23,5.4,21,0,21,Tier 3 (Angel/Seed),High,Acquired
D8121742,ClimateTech,2020,Canada,Toronto,Series A,10.76,42.51,2.49,0.58,15.8,40,0,40,Tier 2 (Mid-size VC),None,Closed
E3BD9D57,ClimateTech,2015,Japan,Tokyo,Seed,1.63,33.77,1.26,0.76,1.9,42,0,42,Corporate VC (e.g. Google Ventures),Medium,Independent
8E42AB61,Cybersecurity,2021,USA,Miami,Series B,35.43,250.48,10.01,3.44,10,295,0,295,Tier 3 (Angel/Seed),Low,Independent
4944CEFB,Web3/Crypto,2017,India,Delhi NCR,Seed,1.31,13.72,1.1,0.16,5,12,8,4,Tier 3 (Angel/Seed),None,Closed
35B39248,Generative AI,2020,India,Delhi NCR,Seed,10.66,63.45,2.78,0.88,10.9,54,0,54,Tier 3 (Angel/Seed),Medium,Independent
165FE6EF,Generative AI,2015,USA,Austin,Pre-IPO,475.22,2349.8,103.24,47.83,9.9,2693,1472,1221,Tier 3 (Angel/Seed),High,Closed
62A2FE1B,Autonomous Vehicles,2024,USA,Austin,Series A,3.36,34.82,2.73,0.68,4.3,51,0,51,Tier 2 (Mid-size VC),Medium,Independent
E392AE1E,HealthTech,2019,USA,New York,Post-IPO,642.44,7584.8,286.21,46.7,13.7,3229,988,2241,Corporate VC (e.g. Google Ventures),High,Independent
83542EE4,FinTech,2021,Israel,Jerusalem,Series A,8.49,94.27,11.35,0.81,9.3,58,0,58,Corporate VC (e.g. Google Ventures),High,Independent
AF147FA6,ClimateTech,2021,Israel,Tel Aviv,Series A,12.29,139,5.07,0.72,15,49,15,34,Tier 2 (Mid-size VC),High,Independent
26D6092C,ClimateTech,2021,UK,London,Series B,11.54,86.53,5.27,0.71,14.2,67,17,50,Tier 2 (Mid-size VC),Low,Closed
C89A5A32,Web3/Crypto,2021,China,Shenzhen,Seed,1.49,23.82,1.63,0.67,1.9,44,25,19,Corporate VC (e.g. Google Ventures),Low,Closed
147B186A,Web3/Crypto,2015,USA,Boston,Seed,0,19.78,0.97,0.24,0,18,14,4,Bootstrapped,Medium,Closed
AFE370F1,Cybersecurity,2020,Germany,Berlin,Series B,11.38,55.2,2.02,0.62,15.8,40,10,30,Tier 3 (Angel/Seed),High,Closed
1A3E8B61,Robotics,2018,USA,Miami,Series A,6.9,47.39,2.85,0.7,8.6,52,0,52,"Tier 1 (e.g. Sequoia, a16z)",None,Independent
DBB6733F,Autonomous Vehicles,2021,China,Shanghai,Series C+,17.53,78.05,5.6,0.38,36.5,34,0,34,Tier 3 (Angel/Seed),High,Independent
620521DF,Generative AI,2023,Canada,Toronto,Seed,3.68,24.63,2.21,0.41,7.2,26,8,18,Tier 3 (Angel/Seed),Medium,Independent
C6E5226D,Robotics,2022,UK,Oxford,Series A,3.65,55.68,7.73,0.15,14.6,12,0,12,Tier 3 (Angel/Seed),High,Independent
879BF5A0,Autonomous Vehicles,2015,UK,Cambridge,Seed,0.72,22.88,3.13,0.77,0.8,48,14,34,Tier 3 (Angel/Seed),High,Independent
E73ECA78,Robotics,2019,USA,Boston,Series B,22.77,128.16,7.74,1.41,15.1,130,49,81,"Tier 1 (e.g. Sequoia, a16z)",None,Independent
657755A2,Robotics,2019,USA,San Francisco,Series B,5.89,74.69,7.96,0.35,13.1,22,7,15,Tier 2 (Mid-size VC),Low,Independent
A597F8BC,Generative AI,2015,UK,Cambridge,Seed,2.34,41.56,2.01,0.22,7.3,18,0,18,Tier 3 (Angel/Seed),High,Independent
95C8471A,EdTech,2014,USA,Austin,Series A,6.99,85.04,8.78,0.67,9.1,47,0,47,Tier 2 (Mid-size VC),Medium,Closed
773A3DB2,FinTech,2019,USA,Seattle,Series A,0,33.4,1.21,0.12,0,7,0,7,Bootstrapped,High,Independent
958AC827,ClimateTech,2025,USA,Miami,Series B,5.7,73.86,6.44,0.92,5.6,52,22,30,Tier 2 (Mid-size VC),Low,Independent
CC7EA58F,Robotics,2020,China,Shenzhen,Series A,12.81,114.73,20.33,0.43,24.2,35,0,35,Tier 2 (Mid-size VC),High,Acquired
8BF966C6,Cybersecurity,2020,USA,San Francisco,Seed,0.97,13.15,0.48,0.33,2.3,25,0,25,Tier 2 (Mid-size VC),High,Independent
17293634,Cybersecurity,2019,China,Shenzhen,Post-IPO,270.42,2612,175.05,21.56,12.5,1377,281,1096,Tier 2 (Mid-size VC),High,Acquired
A0E92FA2,SpaceTech,2020,China,Hangzhou,Series C+,58.9,455.11,56.73,1.65,33.7,147,0,147,Tier 2 (Mid-size VC),Medium,Independent
31DD5467,HealthTech,2023,USA,Boston,Series A,3.59,38.8,1.75,0.48,6.2,35,15,20,Tier 3 (Angel/Seed),High,Independent
998B4C44,Robotics,2020,USA,San Francisco,Series B,20.11,220.05,7.47,1.83,10.4,164,0,164,Corporate VC (e.g. Google Ventures),Medium,Independent
12768CF0,Web3/Crypto,2014,Canada,Vancouver,Seed,0.36,7.74,0.46,0.53,0.6,42,33,9,Corporate VC (e.g. Google Ventures),Medium,Closed
D9569209,ClimateTech,2019,China,Shanghai,Seed,0.27,13.21,0.73,0.49,0.5,43,17,26,Tier 3 (Angel/Seed),High,Closed
0E12BDDD,Web3/Crypto,2025,USA,Austin,Series B,38.98,402.34,23.61,1.89,19.6,97,0,97,Tier 3 (Angel/Seed),Low,Closed
6ED34F53,SpaceTech,2019,USA,Seattle,Seed,3.94,54.29,4.4,0.76,4.6,56,0,56,Tier 3 (Angel/Seed),Medium,Independent
67C26D47,Cybersecurity,2020,USA,San Francisco,Seed,0.59,14.84,0.58,0.24,1.7,23,10,13,Tier 2 (Mid-size VC),Low,Independent
667AC8F4,Cybersecurity,2015,USA,San Francisco,Series B,13.57,173.91,14.04,0.52,21.9,36,0,36,Tier 3 (Angel/Seed),Medium,Acquired
36E6CF04,ClimateTech,2015,China,Shanghai,Seed,0.74,21.4,0.98,0.34,1.7,20,0,20,Tier 2 (Mid-size VC),High,Independent
5E4C3C6E,Web3/Crypto,2022,USA,Seattle,Seed,0.64,12.18,1.08,0.45,1.2,26,15,11,Tier 2 (Mid-size VC),High,Closed
8C6E18E3,HealthTech,2018,China,Beijing,Seed,1.17,14.7,1.32,0.14,4.9,10,5,5,Tier 2 (Mid-size VC),Medium,Independent
F5B5C0A2,Generative AI,2018,USA,Miami,Series A,13.99,72.96,2.96,0.49,23.7,27,0,27,Corporate VC (e.g. Google Ventures),None,Independent
6697B4D3,ClimateTech,2019,USA,San Francisco,Series B,43.03,223.23,17.36,2.67,15.5,183,46,137,Tier 2 (Mid-size VC),High,Independent
5A5D5007,Cybersecurity,2023,USA,New York,Seed,0.45,20,3.74,0.09,2.4,8,2,6,Tier 3 (Angel/Seed),None,Independent
8538C415,FinTech,2014,USA,Miami,Series A,97.99,954.66,57.09,8.6,11.3,435,247,188,"Tier 1 (e.g. Sequoia, a16z)",Medium,Closed
71465596,Robotics,2021,Israel,Tel Aviv,Seed,0.49,12.96,0.96,0.51,0.8,27,0,27,Tier 3 (Angel/Seed),High,Independent
EA384DA8,FinTech,2018,USA,Miami,Seed,1.82,26.28,1.47,0.13,7.9,10,0,10,Tier 3 (Angel/Seed),None,Independent
2FD09A67,SpaceTech,2021,Japan,Kyoto,Seed,3.17,38.44,3.37,0.16,12.2,9,0,9,Tier 2 (Mid-size VC),None,Acquired
D2A01532,HealthTech,2025,Singapore,Singapore,Seed,11.14,90.8,3.83,1.04,9.8,67,0,67,Tier 3 (Angel/Seed),High,Closed
989A1A79,ClimateTech,2018,China,Shanghai,Seed,2.28,23.93,3.71,0.35,5.1,18,0,18,Tier 3 (Angel/Seed),None,Acquired
561A4175,Cybersecurity,2015,India,Hyderabad,Series C+,83.03,788.17,28.96,1.64,47.7,112,0,112,Tier 3 (Angel/Seed),High,Acquired
1F2716D8,Robotics,2015,France,Paris,Pre-IPO,331.68,3510.07,214.29,9.67,33.9,772,0,772,Tier 3 (Angel/Seed),Low,Acquired
6348BA95,HealthTech,2021,USA,Miami,Series B,19.41,245.33,17.53,0.73,23.4,45,0,45,Tier 2 (Mid-size VC),High,Closed
0DC94464,Robotics,2015,USA,Miami,Seed,0.81,17.72,3.19,0.2,2.7,19,7,12,Tier 3 (Angel/Seed),Medium,Independent
0A77D3B0,Generative AI,2018,USA,New York,Series B,84.75,580.98,26.51,3.26,25.2,253,0,253,Tier 3 (Angel/Seed),High,Independent
5E7835A8,Cybersecurity,2017,China,Beijing,Series B,13.33,122.95,5.62,1.18,10.4,64,28,36,Tier 3 (Angel/Seed),Low,Independent
B68A86BF,Autonomous Vehicles,2019,USA,Boston,Seed,1.1,25.65,2.01,0.82,1.2,50,0,50,Tier 3 (Angel/Seed),Low,Independent
4D256BBC,HealthTech,2014,France,Lyon,Seed,3.13,33.32,1.15,0.52,5,32,0,32,Corporate VC (e.g. Google Ventures),Low,Independent
7CBB3DBB,Cybersecurity,2022,USA,San Francisco,Series A,2.01,28.41,1.18,0.46,3.6,34,0,34,Corporate VC (e.g. Google Ventures),None,Independent
EB1B26F9,Autonomous Vehicles,2022,Israel,Tel Aviv,Seed,1.28,27.82,2.67,0.48,2.2,40,0,40,Tier 2 (Mid-size VC),High,Independent
692D045B,EdTech,2019,USA,San Francisco,Series A,5.33,37.23,1.6,0.77,6.1,43,17,26,Tier 3 (Angel/Seed),Medium,Closed
33DC4140,Generative AI,2020,India,Bengaluru,Seed,2.86,33.17,1.84,0.75,3.4,53,28,25,Tier 3 (Angel/Seed),None,Closed
5EF09747,Web3/Crypto,2020,UK,London,Series A,13.75,170.71,6.15,0.79,15.4,79,50,29,Tier 3 (Angel/Seed),Medium,Closed
02CF2D38,HealthTech,2021,USA,Austin,Series B,6.53,36.98,1.59,0.83,7,49,26,23,Corporate VC (e.g. Google Ventures),Low,Acquired (Fire Sale)
1D93D7E4,SpaceTech,2020,Israel,Tel Aviv,Series A,7.7,91.08,4.37,0.25,22,24,0,24,Tier 3 (Angel/Seed),High,Independent
B6B9A16C,Generative AI,2020,USA,Seattle,Seed,2.52,38.92,1.3,0.45,4.6,40,0,40,Tier 3 (Angel/Seed),None,IPO
C898C8D1,HealthTech,2020,USA,New York,Series C+,20.14,137.32,24.3,2.25,8.6,116,51,65,Tier 3 (Angel/Seed),High,Independent
1F0D7690,Generative AI,2021,Singapore,Singapore,Series A,46.38,364.13,23.71,3.44,13.1,265,46,219,Corporate VC (e.g. Google Ventures),High,Independent
15B52475,Robotics,2018,USA,Boston,Series A,3.62,26.29,1.26,0.21,11.7,13,7,6,Tier 3 (Angel/Seed),High,Acquired (Fire Sale)
5B197794,SpaceTech,2018,USA,Boston,Series A,75.08,768.57,25.81,3.64,20.1,289,24,265,Tier 2 (Mid-size VC),Low,Independent
11D5142C,Cybersecurity,2018,USA,Boston,Seed,0.83,25.96,3.05,0.1,4.1,8,0,8,Corporate VC (e.g. Google Ventures),High,Closed
CD5E865B,Autonomous Vehicles,2020,UK,Oxford,Series B,0,27.4,1.22,0.41,0,37,19,18,Bootstrapped,None,Closed
E31CC8C0,SpaceTech,2019,China,Hangzhou,Seed,5.8,64.07,5.53,0.5,9.7,46,0,46,Tier 3 (Angel/Seed),High,Closed
C067B1BC,EdTech,2020,UK,Cambridge,Series B,8.84,110.59,5.42,0.83,9.5,46,0,46,Tier 3 (Angel/Seed),High,Independent
64F2B7C0,EdTech,2019,UK,Cambridge,Series A,1.21,16.21,1.25,0.54,1.9,47,21,26,"Tier 1 (e.g. Sequoia, a16z)",Medium,Acquired
390F9C5E,Cybersecurity,2021,USA,San Francisco,Series C+,147.17,645.01,76.63,7.34,19.8,375,0,375,"Tier 1 (e.g. Sequoia, a16z)",Low,Independent
D15B1A71,Generative AI,2014,USA,Boston,Pre-IPO,2922.19,20011.79,947.82,142.18,20.5,12740,0,12740,"Tier 1 (e.g. Sequoia, a16z)",None,Independent
DE8553E5,ClimateTech,2020,India,Bengaluru,Series A,1.64,26.39,1.54,0.58,2.4,34,0,34,Tier 3 (Angel/Seed),High,Independent
325E8454,Web3/Crypto,2020,UK,Oxford,Seed,2.56,39.62,2.43,0.46,4.6,30,20,10,Tier 3 (Angel/Seed),Low,Closed
F9130301,ClimateTech,2019,USA,San Francisco,Series A,14.71,164.3,14.51,1.35,10.1,78,0,78,Tier 3 (Angel/Seed),High,Independent
E063EF7A,SpaceTech,2019,USA,Miami,Seed,3.4,18.36,1.72,0.7,4.2,53,0,53,Tier 3 (Angel/Seed),Low,Independent
20ABA194,FinTech,2021,France,Paris,Series A,17.12,125.96,8.94,0.96,16.2,62,0,62,Tier 2 (Mid-size VC),High,Independent
EB12D960,ClimateTech,2018,Canada,Montreal,Series A,5.3,61.23,2.55,1.12,4.3,59,0,59,Corporate VC (e.g. Google Ventures),High,Acquired
F9A5AFC9,FinTech,2022,UK,Oxford,Series A,3.14,41.55,5.27,0.39,6.4,31,0,31,Tier 2 (Mid-size VC),Low,Independent
A95280C3,Generative AI,2022,USA,San Francisco,Series A,8.95,99.21,3.87,0.49,15.2,40,0,40,Tier 2 (Mid-size VC),High,Independent
8DD6C830,SpaceTech,2020,UK,Oxford,Series B,66.97,522.15,24.93,1.82,34.9,119,0,119,Tier 3 (Angel/Seed),Medium,Independent
C208DBFD,Cybersecurity,2021,USA,San Francisco,Seed,1.03,25.83,0.92,0.29,2.6,17,7,10,Corporate VC (e.g. Google Ventures),Low,Closed
E2FCDBB3,EdTech,2020,UK,Cambridge,Seed,0.9,15.14,0.64,0.68,1.2,43,0,43,Corporate VC (e.g. Google Ventures),High,Acquired
BE63C039,Generative AI,2020,India,Bengaluru,Seed,7.02,81.05,5.16,0.42,13.5,25,0,25,Tier 3 (Angel/Seed),Low,Closed
D0AAE216,Web3/Crypto,2023,China,Shenzhen,Series B,74.73,570.9,40.92,2.61,27.6,149,84,65,Tier 3 (Angel/Seed),High,Closed
A52D283E,SpaceTech,2018,USA,Miami,Series C+,97.79,1049.7,40.16,3.91,24.4,292,0,292,Corporate VC (e.g. Google Ventures),Medium,Acquired
100CE4B0,ClimateTech,2016,UK,Cambridge,Series B,7.57,40.49,2.63,0.7,9.5,47,20,27,Tier 2 (Mid-size VC),Low,Independent
D830B939,Cybersecurity,2018,Germany,Berlin,Post-IPO,763.05,3228.89,370.46,15.72,48.2,1341,473,868,Tier 2 (Mid-size VC),Low,Independent
7C2602E1,Cybersecurity,2020,China,Shenzhen,Seed,5.46,35.42,1.85,0.84,5.8,45,25,20,Tier 3 (Angel/Seed),High,Closed
C1DA9893,Web3/Crypto,2016,India,Hyderabad,Series A,3.45,32.12,1.07,0.73,4.2,46,0,46,Corporate VC (e.g. Google Ventures),High,Independent
FC63F185,SpaceTech,2022,USA,Boston,Series C+,77.52,456.46,38.59,3.17,23.7,180,0,180,Tier 2 (Mid-size VC),Medium,Independent
22C0AB45,EdTech,2019,India,Hyderabad,Seed,5.66,44.78,2.41,0.45,10.3,34,0,34,Tier 3 (Angel/Seed),Medium,Independent
4B889DAF,Generative AI,2021,UK,Oxford,Series C+,241.08,940.25,105.04,8.74,27.3,546,0,546,"Tier 1 (e.g. Sequoia, a16z)",High,Closed
26867A0C,ClimateTech,2017,USA,San Francisco,Series A,30.85,211.96,11.05,2.79,10.7,190,116,74,Corporate VC (e.g. Google Ventures),Medium,Acquired (Fire Sale)
4465EB80,Cybersecurity,2018,India,Hyderabad,Post-IPO,270.3,1068.63,162.17,11.17,24,747,0,747,Corporate VC (e.g. Google Ventures),Medium,Independent
361FBD78,ClimateTech,2014,UK,London,Series A,8.31,97.2,6.49,0.34,18.9,24,0,24,Corporate VC (e.g. Google Ventures),High,Independent
8EF9C30E,Robotics,2018,China,Shanghai,Series A,0,16.7,0.95,0.39,0,30,0,30,Bootstrapped,Low,Independent
0AC06233,Autonomous Vehicles,2019,USA,New York,Seed,0.23,8.6,0.5,0.5,0.4,39,0,39,Corporate VC (e.g. Google Ventures),Medium,Independent
9E79E5BE,Generative AI,2023,USA,Miami,Seed,2.99,49.42,1.92,0.79,3.4,54,16,38,Tier 2 (Mid-size VC),Medium,Independent
1CF3963A,Generative AI,2019,Japan,Kyoto,Series C+,175.07,1424.39,59.06,9.62,18,504,0,504,Tier 3 (Angel/Seed),Medium,Closed
